I0624 20:37:35.970782 16949 fragment_loader.cc:23] [worker1]: Begin loading rfile...
I0624 20:37:36.028973 16596 fragment_loader.cc:23] [worker2]: Begin loading rfile...
I0624 20:37:36.077271  7065 fragment_loader.cc:23] [worker3]: Begin loading rfile...
I0624 20:37:36.084792 25120 fragment_loader.cc:23] [worker8]: Begin loading rfile...
I0624 20:37:36.134640 17934 fragment_loader.cc:23] [worker7]: Begin loading rfile...
I0624 20:37:36.095073 17645 fragment_loader.cc:23] [worker6]: Begin loading rfile...
I0624 20:37:35.724373 30372 fragment_loader.cc:23] [worker5]: Begin loading rfile...
I0624 20:37:36.067687 23633 fragment_loader.cc:23] [worker4]: Begin loading rfile...
I0624 20:37:37.258740 30372 fragment_loader.cc:51] [worker5]: Finished loading rfile...
I0624 20:38:17.835460 30378 pagerankX.cc:154] TrainLog: fid-12;0.001713;28047;39007;67054;295246;34271;
I0624 20:38:18.246887 17952 pagerankX.cc:154] TrainLog: fid-102;0.003727;28075;58343;86418;369814;48003;
I0624 20:38:17.835551 30388 pagerankX.cc:148] fid: 92	update_sum1.88235
I0624 20:38:18.196848 25142 pagerankX.cc:148] fid: 135	update_sum3.96661
I0624 20:38:18.196866 25142 pagerankX.cc:154] TrainLog: fid-135;0.002815;28022;81579;109601;562057;52487;
I0624 20:38:18.189577  7738 pagerankX.cc:154] TrainLog: fid-154;0.00329;28050;48213;76263;333487;44799;
I0624 20:38:18.189612  7741 pagerankX.cc:154] TrainLog: fid-178;0.002339;28065;23865;51930;286317;15440;
I0624 20:38:18.179390 23639 pagerankX.cc:154] TrainLog: fid-11;0.003436;28024;58029;86053;405711;45992;
I0624 20:38:17.835569 30388 pagerankX.cc:154] TrainLog: fid-92;0.000793;27072;15957;43029;134940;6328;
I0624 20:38:18.247004 17944 pagerankX.cc:148] fid: 38	update_sum6.41808
I0624 20:38:18.247032 17944 pagerankX.cc:154] TrainLog: fid-38;0.003876;28075;68470;96545;725007;71706;
I0624 20:38:18.141789 16613 pagerankX.cc:154] TrainLog: fid-97;0.003867;27934;49005;76939;547706;34679;
I0624 20:38:18.189654  7740 pagerankX.cc:148] fid: 170	update_sum5.69604
I0624 20:38:18.189669  7740 pagerankX.cc:154] TrainLog: fid-170;0.003225;28079;70652;98731;645818;47335;
I0624 20:38:18.197010 25137 pagerankX.cc:154] TrainLog: fid-95;0.003826;28054;70737;98791;372638;75493;
I0624 20:38:18.189780  7736 pagerankX.cc:154] TrainLog: fid-138;0.002629;28073;31588;59661;228416;22702;
I0624 20:38:17.835911 30383 pagerankX.cc:154] TrainLog: fid-52;0.002159;27949;28987;56936;205841;18253;
I0624 20:38:18.247309 17960 pagerankX.cc:148] fid: 166	update_sum5.58996
I0624 20:38:18.247328 17960 pagerankX.cc:154] TrainLog: fid-166;0.00334;28074;97926;126000;669708;63233;
I0624 20:38:18.189949  7721 pagerankX.cc:154] TrainLog: fid-18;0.004646;28065;59860;87925;455061;71103;
I0624 20:38:17.836099 30379 pagerankX.cc:148] fid: 20	update_sum8.51602
I0624 20:38:17.836124 30379 pagerankX.cc:154] TrainLog: fid-20;0.002377;28050;61599;89649;414279;52212;
I0624 20:38:17.836128 30400 pagerankX.cc:148] fid: 188	update_sum3.22402
I0624 20:38:18.247573 17956 pagerankX.cc:154] TrainLog: fid-134;0.003234;28066;46769;74835;360219;46936;
I0624 20:38:17.836144 30400 pagerankX.cc:154] TrainLog: fid-188;0.001109;28077;23941;52018;177548;16313;
I0624 20:38:17.836206 30392 pagerankX.cc:154] TrainLog: fid-124;0.002446;28073;28659;56732;232118;30597;
I0624 20:38:18.247654 17940 pagerankX.cc:154] TrainLog: fid-6;0.004534;28072;57077;85149;642655;50063;
I0624 20:38:18.142442 16623 pagerankX.cc:154] TrainLog: fid-177;0.003436;28065;46740;74805;454642;37875;
I0624 20:38:18.180064 23641 pagerankX.cc:154] TrainLog: fid-27;0.004095;28071;78385;106456;454422;65453;
I0624 20:38:17.836423 30384 pagerankX.cc:154] TrainLog: fid-60;0.002673;28063;28876;56939;315402;37085;
I0624 20:38:18.084300 16969 pagerankX.cc:154] TrainLog: fid-112;0.005309;28078;92681;120759;468111;87579;
I0624 20:38:18.197892 25132 pagerankX.cc:154] TrainLog: fid-55;0.004714;28076;59780;87856;676992;76815;
I0624 20:38:18.084523 16976 pagerankX.cc:154] TrainLog: fid-168;0.003144;28077;49077;77154;353850;47473;
I0624 20:38:17.837033 30387 pagerankX.cc:148] fid: 84	update_sum3.51233
I0624 20:38:17.837049 30387 pagerankX.cc:154] TrainLog: fid-84;0.001465;28077;41678;69755;258776;20598;
I0624 20:38:18.191007  7734 pagerankX.cc:154] TrainLog: fid-122;0.004317;28075;60168;88243;565068;63594;
I0624 20:38:17.837116 30385 pagerankX.cc:154] TrainLog: fid-68;0.003365;28072;42664;70736;317607;39024;
I0624 20:38:18.084883 16972 pagerankX.cc:154] TrainLog: fid-136;0.003361;27400;47677;75077;321305;38515;
I0624 20:38:18.143340 16612 pagerankX.cc:154] TrainLog: fid-89;0.00384;28068;72197;100265;363646;68672;
I0624 20:38:18.181066 23658 pagerankX.cc:148] fid: 155	update_sum12.9742
I0624 20:38:18.181094 23658 pagerankX.cc:154] TrainLog: fid-155;0.004953;28060;102728;130788;835935;130821;
I0624 20:38:17.837304 30386 pagerankX.cc:154] TrainLog: fid-76;0.003547;26904;48951;75855;335011;41405;
I0624 20:38:18.248764 17945 pagerankX.cc:154] TrainLog: fid-46;0.004796;28071;92111;120182;491463;78157;
I0624 20:38:17.837393 30389 pagerankX.cc:154] TrainLog: fid-100;0.003633;28069;50730;78799;363038;49143;
I0624 20:38:17.837554 30380 pagerankX.cc:154] TrainLog: fid-28;0.003834;28075;55867;83942;339102;51970;
I0624 20:38:18.248978 17961 pagerankX.cc:154] TrainLog: fid-174;0.003313;28057;47294;75351;347369;35805;
I0624 20:38:17.837677 30377 pagerankX.cc:154] TrainLog: fid-4;0.003986;28074;56524;84598;328044;46776;
I0624 20:38:18.085572 16978 pagerankX.cc:154] TrainLog: fid-184;0.004637;28069;68765;96834;468907;65739;
I0624 20:38:18.191748  7724 pagerankX.cc:154] TrainLog: fid-42;0.006433;28076;125198;153274;640751;129211;
I0624 20:38:18.191766  7719 pagerankX.cc:154] TrainLog: fid-2;0.006463;28060;108036;136096;671371;116821;
I0624 20:38:17.837883 30391 pagerankX.cc:148] fid: 116	update_sum7.15246
I0624 20:38:17.837910 30391 pagerankX.cc:154] TrainLog: fid-116;0.004154;28069;84288;112357;877584;70099;
I0624 20:38:17.837990 30381 pagerankX.cc:154] TrainLog: fid-36;0.004239;28075;61817;89892;395353;62937;
I0624 20:38:17.838074 30398 pagerankX.cc:154] TrainLog: fid-172;0.002578;25538;34646;60184;235924;23136;
I0624 20:38:17.838181 30399 pagerankX.cc:154] TrainLog: fid-180;0.002511;28077;30104;58181;283971;20233;
I0624 20:38:17.838191 30382 pagerankX.cc:154] TrainLog: fid-44;0.004441;28065;69268;97333;393961;75095;
I0624 20:38:17.838285 30394 pagerankX.cc:148] fid: 140	update_sum8.49793
I0624 20:38:17.838317 30394 pagerankX.cc:154] TrainLog: fid-140;0.002375;24704;97357;122061;357895;59401;
I0624 20:38:17.838775 30395 pagerankX.cc:154] TrainLog: fid-148;0.002613;28038;41984;70022;234177;20866;
I0624 20:38:18.250782 17959 pagerankX.cc:154] TrainLog: fid-158;0.005244;28063;84742;112805;608259;94915;
I0624 20:38:17.839573 30397 pagerankX.cc:154] TrainLog: fid-164;0.003332;28036;54075;82111;371754;52448;
I0624 20:38:18.193604  7735 pagerankX.cc:154] TrainLog: fid-130;0.006943;28050;140793;168843;572161;95031;
I0624 20:38:18.147866 16616 pagerankX.cc:148] fid: 121	update_sum0.0102936
I0624 20:38:18.147892 16616 pagerankX.cc:154] TrainLog: fid-121;0.000189;7561;4035;11596;17144;383;
I0624 20:38:18.089849 16959 pagerankX.cc:148] fid: 32	update_sum0.787057
I0624 20:38:18.089876 16959 pagerankX.cc:154] TrainLog: fid-32;0.000485;9148;22659;31807;65556;6728;
I0624 20:38:18.148106 16620 pagerankX.cc:148] fid: 153	update_sum0.683644
I0624 20:38:18.185792 23647 pagerankX.cc:148] fid: 75	update_sum0.078525
I0624 20:38:18.185817 23647 pagerankX.cc:154] TrainLog: fid-75;0.000313;14856;8764;23620;32646;1987;
I0624 20:38:18.148131 16620 pagerankX.cc:154] TrainLog: fid-153;0.000429;7179;17404;24583;53203;6564;
I0624 20:38:18.148236 16606 pagerankX.cc:148] fid: 41	update_sum0.823767
I0624 20:38:18.090129 16957 pagerankX.cc:148] fid: 16	update_sum0.14838
I0624 20:38:18.148262 16606 pagerankX.cc:154] TrainLog: fid-41;0.000566;22848;9647;32495;106968;2754;
I0624 20:38:18.196173  7737 pagerankX.cc:148] fid: 146	update_sum0.710085
I0624 20:38:18.196202  7737 pagerankX.cc:154] TrainLog: fid-146;0.000548;27677;5233;32910;114785;1705;
I0624 20:38:18.148409 16622 pagerankX.cc:148] fid: 169	update_sum0.189707
I0624 20:38:18.196295  7739 pagerankX.cc:148] fid: 162	update_sum1.11589
I0624 20:38:18.203635 25138 pagerankX.cc:148] fid: 103	update_sum1.0502
I0624 20:38:18.203663 25138 pagerankX.cc:154] TrainLog: fid-103;0.000432;12953;6185;19138;80562;1870;
I0624 20:38:18.090157 16957 pagerankX.cc:154] TrainLog: fid-16;0.000784;28064;13168;41232;130536;3939;
I0624 20:38:18.203728 25140 pagerankX.cc:148] fid: 119	update_sum0.148106
I0624 20:38:18.090167 16966 pagerankX.cc:148] fid: 88	update_sum0.260618
I0624 20:38:18.148435 16622 pagerankX.cc:154] TrainLog: fid-169;0.000735;28076;13738;41814;119640;2386;
I0624 20:38:18.196316  7739 pagerankX.cc:154] TrainLog: fid-162;0.00068;7926;39048;46974;89837;11844;
I0624 20:38:18.185953 23661 pagerankX.cc:148] fid: 179	update_sum0.0208682
I0624 20:38:18.253908 17954 pagerankX.cc:148] fid: 118	update_sum0.979932
I0624 20:38:18.253934 17954 pagerankX.cc:154] TrainLog: fid-118;0.000631;21284;10715;31999;96768;3482;
I0624 20:38:18.090215 16966 pagerankX.cc:154] TrainLog: fid-88;0.000831;28060;19652;47712;156910;3694;
I0624 20:38:18.148515 16609 pagerankX.cc:148] fid: 65	update_sum0.0805639
I0624 20:38:18.203747 25140 pagerankX.cc:154] TrainLog: fid-119;0.000557;27776;15217;42993;84009;2631;
I0624 20:38:18.148541 16615 pagerankX.cc:148] fid: 113	update_sum0.193909
I0624 20:38:18.196513  7730 pagerankX.cc:148] fid: 90	update_sum1.50649
I0624 20:38:18.186142 23654 pagerankX.cc:148] fid: 131	update_sum0.719448
I0624 20:38:18.254094 17950 pagerankX.cc:148] fid: 86	update_sum1.85925
I0624 20:38:18.090574 16956 pagerankX.cc:148] fid: 8	update_sum5.15767
I0624 20:38:18.090600 16956 pagerankX.cc:154] TrainLog: fid-8;0.001231;28066;28152;56218;261977;16942;
I0624 20:38:18.148542 16609 pagerankX.cc:154] TrainLog: fid-65;0.000846;27985;20022;48007;159542;2586;
I0624 20:38:18.196516  7727 pagerankX.cc:148] fid: 66	update_sum2.09375
I0624 20:38:18.186213 23649 pagerankX.cc:148] fid: 91	update_sum0.218677
I0624 20:38:18.186260 23653 pagerankX.cc:148] fid: 123	update_sum0.177086
I0624 20:38:18.203878 25131 pagerankX.cc:148] fid: 47	update_sum0.995234
I0624 20:38:18.148573 16615 pagerankX.cc:154] TrainLog: fid-113;0.000888;28076;16520;44596;158538;4195;
I0624 20:38:18.196547  7730 pagerankX.cc:154] TrainLog: fid-90;0.000905;16882;22124;39006;122084;12384;
I0624 20:38:18.196553  7727 pagerankX.cc:154] TrainLog: fid-66;0.000898;22346;18633;40979;133061;6618;
I0624 20:38:18.186257 23657 pagerankX.cc:148] fid: 147	update_sum1.274
I0624 20:38:18.203904 25131 pagerankX.cc:154] TrainLog: fid-47;0.000679;18832;10368;29200;142081;6456;
I0624 20:38:18.254119 17950 pagerankX.cc:154] TrainLog: fid-86;0.000793;24288;13735;38023;134072;6426;
I0624 20:38:18.090692 16961 pagerankX.cc:148] fid: 48	update_sum0.828759
I0624 20:38:18.196606  7732 pagerankX.cc:148] fid: 106	update_sum2.02406
I0624 20:38:18.186290 23653 pagerankX.cc:154] TrainLog: fid-123;0.000785;28074;15051;43125;145848;3233;
I0624 20:38:18.186269 23654 pagerankX.cc:154] TrainLog: fid-131;0.000764;24973;11439;36412;100914;3714;
I0624 20:38:18.203900 25126 pagerankX.cc:148] fid: 7	update_sum0.34257
I0624 20:38:18.254114 17963 pagerankX.cc:148] fid: 190	update_sum0.245167
I0624 20:38:18.254137 17963 pagerankX.cc:154] TrainLog: fid-190;0.000808;28076;12705;40781;129749;4068;
I0624 20:38:18.148957 16604 pagerankX.cc:148] fid: 25	update_sum2.91158
I0624 20:38:18.186251 23661 pagerankX.cc:154] TrainLog: fid-179;0.000754;28028;6008;34036;79154;777;
I0624 20:38:18.186283 23649 pagerankX.cc:154] TrainLog: fid-91;0.000704;28077;12201;40278;117324;3405;
I0624 20:38:18.203925 25126 pagerankX.cc:154] TrainLog: fid-7;0.000701;25632;9132;34764;122590;3563;
I0624 20:38:18.090718 16961 pagerankX.cc:154] TrainLog: fid-48;0.001323;28065;26737;54802;208281;7700;
I0624 20:38:18.148982 16604 pagerankX.cc:154] TrainLog: fid-25;0.0013;28077;19981;48058;282176;12329;
I0624 20:38:18.196633  7732 pagerankX.cc:154] TrainLog: fid-106;0.000993;25564;14921;40485;177512;10393;
I0624 20:38:18.186303 23657 pagerankX.cc:154] TrainLog: fid-147;0.0008;26333;12243;38576;124385;4305;
I0624 20:38:18.204018 25127 pagerankX.cc:148] fid: 15	update_sum0.699458
I0624 20:38:18.254422 17942 pagerankX.cc:148] fid: 22	update_sum1.6237
I0624 20:38:18.254448 17942 pagerankX.cc:154] TrainLog: fid-22;0.001148;27900;13648;41548;201288;5503;
I0624 20:38:18.149013 16610 pagerankX.cc:148] fid: 73	update_sum4.21104
I0624 20:38:18.196805  7722 pagerankX.cc:148] fid: 26	update_sum4.05501
I0624 20:38:18.196832  7722 pagerankX.cc:154] TrainLog: fid-26;0.001199;28037;23125;51162;185035;11316;
I0624 20:38:18.204043 25127 pagerankX.cc:154] TrainLog: fid-15;0.00082;28062;18011;46073;147334;5465;
I0624 20:38:18.196866  7723 pagerankX.cc:148] fid: 34	update_sum5.66631
I0624 20:38:18.204236 25136 pagerankX.cc:148] fid: 87	update_sum3.59551
I0624 20:38:18.149037 16610 pagerankX.cc:154] TrainLog: fid-73;0.001344;28061;32260;60321;270826;18142;
I0624 20:38:18.196871  7720 pagerankX.cc:148] fid: 10	update_sum3.7349
I0624 20:38:18.091018 16963 pagerankX.cc:148] fid: 64	update_sum5.77812
I0624 20:38:18.091043 16963 pagerankX.cc:154] TrainLog: fid-64;0.001664;27433;58598;86031;366121;29534;
I0624 20:38:18.149101 16621 pagerankX.cc:148] fid: 161	update_sum6.58482
I0624 20:38:18.149119 16621 pagerankX.cc:154] TrainLog: fid-161;0.001211;22218;43983;66201;235550;21257;
I0624 20:38:18.196928  7720 pagerankX.cc:154] TrainLog: fid-10;0.001288;24481;28261;52742;240672;15872;
I0624 20:38:18.204255 25136 pagerankX.cc:154] TrainLog: fid-87;0.001071;22423;28319;50742;194312;14944;
I0624 20:38:18.254623 17947 pagerankX.cc:148] fid: 62	update_sum5.19788
I0624 20:38:18.149312 16605 pagerankX.cc:154] TrainLog: fid-33;0.001624;21245;25920;47165;168185;13254;
I0624 20:38:18.196918  7725 pagerankX.cc:148] fid: 50	update_sum1.16576
I0624 20:38:18.204270 25134 pagerankX.cc:148] fid: 71	update_sum0.311416
I0624 20:38:18.091065 16955 pagerankX.cc:148] fid: 0	update_sum7.9925
I0624 20:38:18.091089 16955 pagerankX.cc:154] TrainLog: fid-0;0.001715;28073;68326;96399;360628;39132;
I0624 20:38:18.196969  7725 pagerankX.cc:154] TrainLog: fid-50;0.001313;23280;34912;58192;212902;10850;
I0624 20:38:18.204315 25134 pagerankX.cc:154] TrainLog: fid-71;0.001087;28069;19512;47581;216664;2891;
I0624 20:38:18.254640 17958 pagerankX.cc:148] fid: 150	update_sum0.185482
I0624 20:38:18.254649 17947 pagerankX.cc:154] TrainLog: fid-62;0.001323;16719;36638;53357;226167;24171;
I0624 20:38:18.091109 16960 pagerankX.cc:148] fid: 40	update_sum3.84572
I0624 20:38:18.149435 16618 pagerankX.cc:148] fid: 137	update_sum3.94105
I0624 20:38:18.204416 25133 pagerankX.cc:148] fid: 63	update_sum5.58166
I0624 20:38:18.254657 17958 pagerankX.cc:154] TrainLog: fid-150;0.000705;27796;14610;42406;127284;3595;
I0624 20:38:18.091135 16960 pagerankX.cc:154] TrainLog: fid-40;0.001749;28066;33030;61096;396132;28794;
I0624 20:38:18.149452 16618 pagerankX.cc:154] TrainLog: fid-137;0.001001;28066;25031;53097;183683;14207;
I0624 20:38:18.197346  7733 pagerankX.cc:148] fid: 114	update_sum3.80775
I0624 20:38:18.197373  7733 pagerankX.cc:154] TrainLog: fid-114;0.00172;21866;52142;74008;297677;23880;
I0624 20:38:18.204459 25133 pagerankX.cc:154] TrainLog: fid-63;0.00123;28063;27962;56025;247243;15775;
I0624 20:38:18.254819 17962 pagerankX.cc:148] fid: 182	update_sum0.883446
I0624 20:38:18.091181 16964 pagerankX.cc:154] TrainLog: fid-72;0.001797;22083;23253;45336;167491;18216;
I0624 20:38:18.149446 16601 pagerankX.cc:148] fid: 1	update_sum5.44553
I0624 20:38:18.197417  7731 pagerankX.cc:154] TrainLog: fid-98;0.00177;27487;23957;51444;141123;18190;
I0624 20:38:18.204466 25129 pagerankX.cc:148] fid: 31	update_sum4.47126
I0624 20:38:18.149452 16619 pagerankX.cc:148] fid: 145	update_sum7.64726
I0624 20:38:18.204493 25129 pagerankX.cc:154] TrainLog: fid-31;0.001281;28077;34854;62931;267123;15826;
I0624 20:38:18.254845 17962 pagerankX.cc:154] TrainLog: fid-182;0.001542;28076;37520;65596;268430;4783;
I0624 20:38:18.091202 16958 pagerankX.cc:154] TrainLog: fid-24;0.001804;16530;26690;43220;147449;13729;
I0624 20:38:18.204586 25128 pagerankX.cc:154] TrainLog: fid-23;0.00136;17491;22181;39672;108210;13621;
I0624 20:38:18.254950 17951 pagerankX.cc:148] fid: 94	update_sum3.76492
I0624 20:38:18.254976 17951 pagerankX.cc:154] TrainLog: fid-94;0.001652;25657;43013;68670;308732;21523;
I0624 20:38:18.091374 16965 pagerankX.cc:148] fid: 80	update_sum5.2732
I0624 20:38:18.149504 16601 pagerankX.cc:154] TrainLog: fid-1;0.001822;26838;32376;59214;399901;18010;
I0624 20:38:18.197623  7726 pagerankX.cc:154] TrainLog: fid-58;0.001978;28074;21511;49585;242929;22373;
I0624 20:38:17.843736 30388 pagerankX.cc:148] fid: 92	update_sum1.35659
I0624 20:38:17.843763 30388 pagerankX.cc:154] TrainLog: fid-92;0.000738;27072;15957;43029;134940;5063;
I0624 20:38:18.255110 17955 pagerankX.cc:148] fid: 126	update_sum5.00358
I0624 20:38:18.091379 16971 pagerankX.cc:148] fid: 128	update_sum5.51808
I0624 20:38:18.149520 16619 pagerankX.cc:154] TrainLog: fid-145;0.001819;28070;52604;80674;350227;34128;
I0624 20:38:18.204704 25141 pagerankX.cc:148] fid: 127	update_sum0.208304
I0624 20:38:18.091403 16965 pagerankX.cc:154] TrainLog: fid-80;0.00202;28075;34219;62294;441674;40819;
I0624 20:38:18.149524 16607 pagerankX.cc:148] fid: 49	update_sum6.38412
I0624 20:38:18.197736  7729 pagerankX.cc:148] fid: 82	update_sum6.59837
I0624 20:38:18.197755  7729 pagerankX.cc:154] TrainLog: fid-82;0.001537;26049;51731;77780;268664;27347;
I0624 20:38:18.204728 25141 pagerankX.cc:154] TrainLog: fid-127;0.000936;28078;22936;51014;193746;2631;
I0624 20:38:18.255131 17955 pagerankX.cc:154] TrainLog: fid-126;0.001809;26111;30885;56996;349911;11937;
I0624 20:38:18.091410 16971 pagerankX.cc:154] TrainLog: fid-128;0.000779;16290;40444;56734;146598;20377;
I0624 20:38:18.149549 16607 pagerankX.cc:154] TrainLog: fid-49;0.001854;27750;39340;67090;410355;21916;
I0624 20:38:18.204877 25130 pagerankX.cc:148] fid: 39	update_sum3.83908
I0624 20:38:18.255141 17946 pagerankX.cc:148] fid: 54	update_sum2.06872
I0624 20:38:18.149778 16614 pagerankX.cc:148] fid: 105	update_sum1.46418
I0624 20:38:18.149796 16614 pagerankX.cc:154] TrainLog: fid-105;0.001247;28068;31885;59953;243356;10963;
I0624 20:38:17.843999 30396 pagerankX.cc:148] fid: 156	update_sum2.85686
I0624 20:38:18.204902 25130 pagerankX.cc:154] TrainLog: fid-39;0.001679;28076;44536;72612;343668;19525;
I0624 20:38:18.255164 17946 pagerankX.cc:154] TrainLog: fid-54;0.00184;28079;45682;73761;332155;16841;
I0624 20:38:18.091671 16967 pagerankX.cc:154] TrainLog: fid-96;0.002273;28053;33078;61131;205776;19614;
I0624 20:38:18.091692 16962 pagerankX.cc:154] TrainLog: fid-56;0.0023;24463;32785;57248;202743;14702;
I0624 20:38:18.204993 25143 pagerankX.cc:148] fid: 143	update_sum3.01428
I0624 20:38:17.844022 30396 pagerankX.cc:154] TrainLog: fid-156;0.001032;28006;18957;46963;171348;7671;
I0624 20:38:18.205013 25143 pagerankX.cc:154] TrainLog: fid-143;0.001242;16325;33087;49412;288826;16091;
I0624 20:38:18.255537 17948 pagerankX.cc:154] TrainLog: fid-70;0.002264;24454;21779;46233;193885;10378;
I0624 20:38:18.091850 16970 pagerankX.cc:154] TrainLog: fid-120;0.002455;20804;32798;53602;215744;19673;
I0624 20:38:18.150265 16611 pagerankX.cc:148] fid: 81	update_sum3.4853
I0624 20:38:18.150280 16611 pagerankX.cc:154] TrainLog: fid-81;0.001283;28073;27233;55306;245605;14121;
I0624 20:38:17.844128 30383 pagerankX.cc:148] fid: 52	update_sum5.03557
I0624 20:38:18.205067 25145 pagerankX.cc:148] fid: 159	update_sum4.09646
I0624 20:38:18.205085 25145 pagerankX.cc:154] TrainLog: fid-159;0.001163;19521;42957;62478;227148;22962;
I0624 20:38:18.150300 16608 pagerankX.cc:154] TrainLog: fid-57;0.002603;28062;26280;54342;339961;53945;
I0624 20:38:17.844154 30383 pagerankX.cc:154] TrainLog: fid-52;0.001157;27949;28987;56936;205841;15411;
I0624 20:38:18.205447 25144 pagerankX.cc:148] fid: 151	update_sum4.69103
I0624 20:38:18.205466 25144 pagerankX.cc:154] TrainLog: fid-151;0.001524;28073;39704;67777;308146;21922;
I0624 20:38:18.255565 17953 pagerankX.cc:148] fid: 110	update_sum5.73502
I0624 20:38:18.092157 16968 pagerankX.cc:154] TrainLog: fid-104;0.001924;23245;26697;49942;199291;12959;
I0624 20:38:18.198240  7736 pagerankX.cc:148] fid: 138	update_sum4.8813
I0624 20:38:18.198258  7736 pagerankX.cc:154] TrainLog: fid-138;0.001275;28073;31588;59661;228416;18696;
I0624 20:38:17.844157 30393 pagerankX.cc:148] fid: 132	update_sum1.90231
I0624 20:38:18.205494 25148 pagerankX.cc:148] fid: 183	update_sum1.09731
I0624 20:38:18.205508 25148 pagerankX.cc:154] TrainLog: fid-183;0.000763;14096;40230;54326;147425;9046;
I0624 20:38:18.205504 25139 pagerankX.cc:154] TrainLog: fid-111;0.002269;28078;33639;61717;305505;30298;
I0624 20:38:18.255605 17953 pagerankX.cc:154] TrainLog: fid-110;0.001451;28055;34651;62706;239115;17308;
I0624 20:38:18.198329  7741 pagerankX.cc:148] fid: 178	update_sum4.2778
I0624 20:38:17.844182 30393 pagerankX.cc:154] TrainLog: fid-132;0.001171;22214;23403;45617;224337;9392;
I0624 20:38:18.205677 25149 pagerankX.cc:148] fid: 191	update_sum3.59421
I0624 20:38:18.150570 16624 pagerankX.cc:154] TrainLog: fid-185;0.002422;28039;24817;52856;221158;12876;
I0624 20:38:18.198348  7741 pagerankX.cc:154] TrainLog: fid-178;0.001396;28065;23865;51930;286317;12190;
I0624 20:38:18.205694 25149 pagerankX.cc:154] TrainLog: fid-191;0.001073;24336;36605;60941;193902;19302;
I0624 20:38:18.255899 17945 pagerankX.cc:148] fid: 46	update_sum9.4926
I0624 20:38:18.255925 17945 pagerankX.cc:154] TrainLog: fid-46;0.002601;28071;92111;120182;491463;54163;
I0624 20:38:18.196918  7723 pagerankX.cc:154] TrainLog: fid-34;0.001273;26150;32676;58826;192746;18407;
I0624 20:38:17.844552 30378 pagerankX.cc:148] fid: 12	update_sum4.1268
I0624 20:38:17.844578 30378 pagerankX.cc:154] TrainLog: fid-12;0.00158;28047;39007;67054;295246;25876;
I0624 20:38:18.150597 16617 pagerankX.cc:154] TrainLog: fid-129;0.002892;22412;48463;70875;302710;27189;
I0624 20:38:17.844677 30390 pagerankX.cc:148] fid: 108	update_sum0.369503
I0624 20:38:18.205865 25135 pagerankX.cc:148] fid: 79	update_sum1.58273
I0624 20:38:18.205890 25135 pagerankX.cc:154] TrainLog: fid-79;0.002668;28066;79424;107490;567455;30398;
I0624 20:38:18.092587 16974 pagerankX.cc:148] fid: 152	update_sum4.78658
I0624 20:38:18.092607 16974 pagerankX.cc:154] TrainLog: fid-152;0.001871;28071;45605;73676;304625;30746;
I0624 20:38:18.198704  7742 pagerankX.cc:154] TrainLog: fid-186;0.002137;28030;25969;53999;249700;15748;
I0624 20:38:17.844696 30390 pagerankX.cc:154] TrainLog: fid-108;0.000914;28065;14880;42945;174779;5805;
I0624 20:38:18.205893 25147 pagerankX.cc:148] fid: 175	update_sum1.70685
I0624 20:38:18.256230 17940 pagerankX.cc:148] fid: 6	update_sum6.4487
I0624 20:38:18.256237 17949 pagerankX.cc:148] fid: 78	update_sum2.91767
I0624 20:38:18.205909 25147 pagerankX.cc:154] TrainLog: fid-175;0.000988;28063;27920;55983;177448;9956;
I0624 20:38:18.256260 17940 pagerankX.cc:154] TrainLog: fid-6;0.002964;28072;57077;85149;642655;30863;
I0624 20:38:18.256278 17949 pagerankX.cc:154] TrainLog: fid-78;0.002951;28065;95809;123874;588832;37318;
I0624 20:38:18.150949 16603 pagerankX.cc:148] fid: 17	update_sum7.42261
I0624 20:38:18.150972 16603 pagerankX.cc:154] TrainLog: fid-17;0.003314;28050;106770;134820;669749;67554;
I0624 20:38:17.844892 30386 pagerankX.cc:148] fid: 76	update_sum6.64329
I0624 20:38:18.206207 25146 pagerankX.cc:154] TrainLog: fid-167;0.001917;25007;30521;55528;186226;23011;
I0624 20:38:18.256317 17956 pagerankX.cc:148] fid: 134	update_sum6.27952
I0624 20:38:17.844918 30386 pagerankX.cc:154] TrainLog: fid-76;0.001909;26904;48951;75855;335011;31497;
I0624 20:38:17.844961 30389 pagerankX.cc:148] fid: 100	update_sum6.69831
I0624 20:38:18.256335 17956 pagerankX.cc:154] TrainLog: fid-134;0.00187;28066;46769;74835;360219;37577;
I0624 20:38:17.844987 30389 pagerankX.cc:154] TrainLog: fid-100;0.001976;28069;50730;78799;363038;38926;
I0624 20:38:18.092943 16973 pagerankX.cc:154] TrainLog: fid-144;0.002769;27965;34975;62940;284166;32705;
I0624 20:38:18.256479 17957 pagerankX.cc:148] fid: 142	update_sum3.87216
I0624 20:38:18.256497 17957 pagerankX.cc:154] TrainLog: fid-142;0.00134;28052;30799;58851;264922;13004;
I0624 20:38:18.151213 16602 pagerankX.cc:154] TrainLog: fid-9;0.002622;28067;46571;74638;284830;29799;
I0624 20:38:18.199075  7728 pagerankX.cc:148] fid: 74	update_sum4.03321
I0624 20:38:18.199095  7728 pagerankX.cc:154] TrainLog: fid-74;0.003493;28069;72323;100392;664863;36657;
